id,name,desc,build_type,build_level,height,width,prefab,building_image,ligeance_height,ligeance_width,force_capacity,coordinate,effect,value,effect_icon,enemy,first_reward,honor,first_condition,open_cycle,defense_cycle,build_prefab,offset,build_resource,build_time,army_speed,durable,jurisdiction,build_count,unlock_arena,base_area,little_map,thumbnail_image,thumbnail_pos,door_area
6004106,Lv.2 Gate,The gate connects two areas; only by conquering the gate can allies interact between two areas.,9,2,2,2,,positive_level,10,10,1200,287;1153,,,,70103,7300138,,604800,,,,,,,,,,,23|13,,0,door_heng,438;-706,13
6004107,Lv.2 Gate,The gate connects two areas; only by conquering the gate can allies interact between two areas.,9,2,2,2,,positive_level,10,10,1200,383;1153,,,,70103,7300139,,604800,,,,,,,,,,,23|13,,0,door_heng,533;-715,13
6004108,Lv.2 Gate,The gate connects two areas; only by conquering the gate can allies interact between two areas.,9,2,2,2,,positive_level,10,10,1200,483;1153,,,,70103,7300140,,604800,,,,,,,,,,,23|13,,0,door_heng,629;-704,13
6005101,Arsenal,The Arsenal comes with rich bonuses. Conquering the Arsenal will increase the Alliance and Warzone honor faster.,5,1,2,2,,xiaowangchengbao,10,10,1200,157;483,1101042,400,effect_icon007,70103,7300132,100|100,432000,43200,43200,,,,,,,,,,,0,xiaowangchengbao,278;-332,
6005102,Arsenal,The Arsenal comes with rich bonuses. Conquering the Arsenal will increase the Alliance and Warzone honor faster.,5,1,2,2,,xiaowangchengbao,10,10,1200,162;1058,1101042,400,effect_icon007,70103,7300132,100|100,432000,43200,43200,,,,,,,,,,,0,xiaowangchengbao,260;-682,
6005103,Military Base,The Military Base comes with rich bonuses. Conquering the Military Base will increase the Alliance and Warzone honor faster.,5,1,2,2,,xiaowangchengbao,10,10,1200,157;627,1101042,400,effect_icon007,70103,7300132,100|100,432000,43200,43200,,,,,,,,,,,0,xiaowangchengbao,252;-394,
6005104,Military Base,The Military Base comes with rich bonuses. Conquering the Military Base will increase the Alliance and Warzone honor faster.,5,1,2,2,,xiaowangchengbao,10,10,1200,162;884,1101042,400,effect_icon007,70103,7300132,100|100,432000,43200,43200,,,,,,,,,,,0,xiaowangchengbao,268;-607,
6005105,Military Fortress,The Military Fortress comes with rich bonuses. Conquering the Military Fortress will increase the Alliance and Warzone honor faster.,6,1,2,2,,jianzhu1,10,10,1200,157;769,930000,1000,effect_icon008,70103,7300133,600|600,518400,43200,43200,,,,,,,,,,,3,jianzhu1,260;-511,
6005106,Lv.2 Gate,The gate connects two areas; only by conquering the gate can allies interact between two areas.,9,2,2,2,,left_level,10,10,1200,191;619,,,,70103,7300138,,604800,,,,,,,,,,,23|14,,0,door_shu,306;-395,14
6005107,Lv.2 Gate,The gate connects two areas; only by conquering the gate can allies interact between two areas.,9,2,2,2,,left_level,10,10,1200,191;769,,,,70103,7300139,,604800,,,,,,,,,,,23|14,,0,door_shu,303;-511,14
6005108,Lv.2 Gate,The gate connects two areas; only by conquering the gate can allies interact between two areas.,9,2,2,2,,left_level,10,10,1200,191;885,,,,70103,7300140,,604800,,,,,,,,,,,23|14,,0,door_shu,345;-598,14
6006101,Research Facility 1,The Research Institute comes with rich bonuses. Conquering the Research Institute will increase the Alliance and Warzone honor faster.,7,1,2,2,,jianzhu2,10,10,1200,309;451,970001,1000,effect_icon001,70104,7300134,400|400,777600,43200,43200,,,,,,,,,,,4,jianzhu2,520;-374,
6006102,Research Facility 2,The Research Institute comes with rich bonuses. Conquering the Research Institute will increase the Alliance and Warzone honor faster.,7,1,2,2,,jianzhu2,10,10,1200,455;451,1101018,1000,effect_icon009,70104,7300134,400|400,777600,43200,43200,,,,,,,,,,,4,jianzhu2,613;-373,
6006103,Research Facility 3,The Research Institute comes with rich bonuses. Conquering the Research Institute will increase the Alliance and Warzone honor faster.,7,1,2,2,,jianzhu2,10,10,1200,378;546,980204,500,effect_icon011,70104,7300134,400|400,777600,43200,43200,,,,,,,,,,,4,jianzhu2,567;-399,
6006104,Lv.3 Gate,The gate connects two areas; only by conquering the gate can allies interact between two areas.,9,3,2,2,,positive_level,10,10,1200,344;642,,,,70104,7300142,,864000,,,,,,,,,,,31|21,,0,door_heng,523;-440,21
6006105,Lv.3 Gate,The gate connects two areas; only by conquering the gate can allies interact between two areas.,9,3,2,2,,positive_level,10,10,1200,406;642,,,,70104,7300142,,864000,,,,,,,,,,,31|21,,0,door_heng,583;-440,21
6007101,Research Facility 1,The Research Institute comes with rich bonuses. Conquering the Research Institute will increase the Alliance and Warzone honor faster.,7,1,2,2,,jianzhu2,10,10,1200,539;643,970001,1000,effect_icon001,70104,7300134,400|400,777600,43200,43200,,,,,,,,,,,4,jianzhu2,728;-467,
6007102,Research Facility 2,The Research Institute comes with rich bonuses. Conquering the Research Institute will increase the Alliance and Warzone honor faster.,7,1,2,2,,jianzhu2,10,10,1200,539;877,1101018,1000,effect_icon009,70104,7300134,400|400,777600,43200,43200,,,,,,,,,,,4,jianzhu2,737;-547,
6007103,Research Facility 3,The Research Institute comes with rich bonuses. Conquering the Research Institute will increase the Alliance and Warzone honor faster.,7,1,2,2,,jianzhu2,10,10,1200,505;747,980204,500,effect_icon011,70104,7300134,400|400,777600,43200,43200,,,,,,,,,,,4,jianzhu2,698;-511,
6007104,Lv.3 Gate,The gate connects two areas; only by conquering the gate can allies interact between two areas.,9,3,2,2,,right_level,10,10,1200,446;684,,,,70104,7300142,,864000,,,,,,,,,,,31|21,,0,door_shu,636;-483,21
6007105,Lv.3 Gate,The gate connects two areas; only by conquering the gate can allies interact between two areas.,9,3,2,2,,right_level,10,10,1200,446;810,,,,70104,7300142,,864000,,,,,,,,,,,31|21,,0,door_shu,636;-533,21
6008101,Research Facility 1,The Research Institute comes with rich bonuses. Conquering the Research Institute will increase the Alliance and Warzone honor faster.,7,1,2,2,,jianzhu2,10,10,1200,303;1097,970001,1000,effect_icon001,70104,7300134,400|400,777600,43200,43200,,,,,,,,,,,4,jianzhu2,519;-663,
6008102,Research Facility 2,The Research Institute comes with rich bonuses. Conquering the Research Institute will increase the Alliance and Warzone honor faster.,7,1,2,2,,jianzhu2,10,10,1200,461;1097,1101018,1000,effect_icon009,70104,7300134,400|400,777600,43200,43200,,,,,,,,,,,4,jianzhu2,612;-646,
6008103,Research Facility 3,The Research Institute comes with rich bonuses. Conquering the Research Institute will increase the Alliance and Warzone honor faster.,7,1,2,2,,jianzhu2,10,10,1200,380;982,980204,500,effect_icon011,70104,7300134,400|400,777600,43200,43200,,,,,,,,,,,4,jianzhu2,564;-626,
6008104,Lv.3 Gate,The gate connects two areas; only by conquering the gate can allies interact between two areas.,9,3,2,2,,positive_level,10,10,1200,344;898,,,,70104,7300142,,864000,,,,,,,,,,,31|23,,0,door_heng,539;-564,23
6008105,Lv.3 Gate,The gate connects two areas; only by conquering the gate can allies interact between two areas.,9,3,2,2,,positive_level,10,10,1200,406;898,,,,70104,7300142,,864000,,,,,,,,,,,31|23,,0,door_heng,589;-564,23
6009101,Research Facility 1,The Research Institute comes with rich bonuses. Conquering the Research Institute will increase the Alliance and Warzone honor faster.,7,1,2,2,,jianzhu2,10,10,1200,231;643,970001,1000,effect_icon001,70104,7300134,400|400,777600,43200,43200,,,,,,,,,,,4,jianzhu2,369;-446,
6009102,Research Facility 2,The Research Institute comes with rich bonuses. Conquering the Research Institute will increase the Alliance and Warzone honor faster.,7,1,2,2,,jianzhu2,10,10,1200,231;877,1101018,1000,effect_icon009,70104,7300134,400|400,777600,43200,43200,,,,,,,,,,,4,jianzhu2,406;-570,
6009103,Research Facility 3,The Research Institute comes with rich bonuses. Conquering the Research Institute will increase the Alliance and Warzone honor faster.,7,1,2,2,,jianzhu2,10,10,1200,273;747,980204,500,effect_icon011,70104,7300134,400|400,777600,43200,43200,,,,,,,,,,,4,jianzhu2,429;-518,
6009104,Lv.3 Gate,The gate connects two areas; only by conquering the gate can allies interact between two areas.,9,3,2,2,,left_level,10,10,1200,318;684,,,,70104,7300142,,864000,,,,,,,,,,,31|23,,0,door_shu,486;-482,23
6009105,Lv.3 Gate,The gate connects two areas; only by conquering the gate can allies interact between two areas.,9,3,2,2,,left_level,10,10,1200,318;810,,,,70104,7300142,,864000,,,,,,,,,,,31|23,,0,door_shu,486;-542,23
6010001,Eternal City,Conquer the Eternal City to gain the ultimate honor. The Eternal City comes with a rich bonus; occupying the Eternal City will increase the Alliance and Warzone honor faster.,8,1,2,2,throne_1001,dawangchengbao,10,10,2000,384;756,1101042|930000,1000|1000,effect_icon009|effect_icon001,70105,7300137,2000|2000,950400,43200,43200,,,,,,,,,,,5,dawangchengbao,557;-504,
